Name,Location,Cuisines,PriceRange,Ratings
Sushi Family,Pocatello,"Asian, Sushi, Vegetarian",2,Good
Taste of India Nepal,Pocatello,"Indian, International, Vegetarian",2,Good
Thai Paradise,Pocatello,"Desserts, Thai",2,Good
The Bridge,Pocatello,New American,3,Good
Nosh Mahal,Pocatello,"Indian, Persian",2,Not rated
El Herradero,Pocatello,Mexican,1,Very Good
Barrett Junction Cafe,Potrero,"American, BBQ, Burger",2,Average
Blue Point Grill,Princeton,Seafood,4,Very Good
Giovanni's Shrimp Truck,Kahuku,Seafood,2,Excellent
Kona Brewing Company,Kailua Kona,"American, Pizza, Bar Food",3,Excellent
Leonard's Bakery,Kaimuki,,1,Excellent
Coconuts Fish Cafe,Kihei,Seafood,3,Excellent
Kihei Caffe,Kihei,"American, Hawaiian",1,Excellent
Monkeypod Kitchen by Merriman,Kihei,Burger,3,Very Good
Sansei Seafood Restaurant & Sushi Bar,Kihei,"Japanese, Seafood, Sushi",3,Very Good
Star Noodle,Lahaina,Asian,1,Excellent
Aloha Mixed Plate,Lahaina,"Asian, Breakfast, Hawaiian",1,Very Good
Gazebo,Lahaina,"Breakfast, Burger",2,Very Good
Hula Grill,Lahaina,"Hawaiian, Seafood, Steak",3,Very Good
Kimo's,Lahaina,"Hawaiian, Seafood, Steak",3,Very Good
Mama's Fish House,Paia,"Hawaiian, Seafood",4,Excellent
Marukame Udon,Waikiki,Japanese,1,Excellent
Yard House,Waikiki,"American, Asian, Burger",3,Excellent
Lulu's Waikiki,Waikiki,American,2,Good
Duke's Waikiki,Waikiki,"Hawaiian, Seafood, Steak",4,Very Good
Eggs 'n Things,Waikiki,Breakfast,1,Very Good
Roy's,Waikiki,"Asian, European, Seafood",4,Very Good
Wailana Coffee House,Waikiki,"American, Breakfast, Hawaiian",2,Very Good
The Lady & Sons,Savannah,Southern,3,Average
Green Truck Pub,Savannah,Burger,3,Excellent
Leopold's Ice Cream,Savannah,"Desserts, Sandwich, Ice Cream",1,Excellent
Mrs. Wilkes' Dining Room,Savannah,"American, Southern",3,Excellent
Zunzi's,Savannah,"International, Mediterranean, Sandwich",2,Excellent
Moon River Brewing Company,Savannah,"American, Bar Food, Sandwich",2,Good
Pirates' House Restaurant,Savannah,"American, Seafood, Steak",3,Good
B. Matthew's Eatery,Savannah,"American, Breakfast",2,Very Good
Crystal Beer Parlor,Savannah,"American, Bar Food",2,Very Good
Goose Feathers Cafe and Bakery,Savannah,"Breakfast, Vegetarian",1,Very Good
Henry's,Savannah,"American, Breakfast",1,Very Good
Huey's On The River,Savannah,"Breakfast, Cajun",3,Very Good
J. Christopher's,Savannah,"Breakfast, Diner, Sandwich",2,Very Good
Lulu's Chocolate Bar,Savannah,"Coffee and Tea, Desserts",1,Very Good
Rocks on the River,Savannah,"Pizza, Seafood, Steak",4,Very Good
SOHO South Cafe,Savannah,"Cafe, Sandwich, Southern",2,Very Good
The Olde Pink House,Savannah,"American, Seafood, Southern",4,Very Good
Vic's On The River,Savannah,American,4,Very Good
The Crab Shack,Tybee Island,Seafood,3,Good
Tybee Island Social Club,Tybee Island,,1,Good
Sky On 57,"Bayfront Avenue, Downtown Core","Chinese, Continental, Singaporean",4,Average
Cut By Wolfgang Puck,"Bayfront Subzone, Downtown Core","American, Steak",4,Very Good
Restaurant Andre,"Cantonment Road, Outram","French, Mediterranean, European",4,Good
Potato Head Folk,"Chinatown, Outram",American,4,Average
Jaan,"City Hall, Downtown Core",French,4,Good
Rhubarb Le Restaurant,"Duxton Hill, Outram",French,4,Good
Al'frank Cookies,"Haji Lane, Rochor",Bakery,2,Very Good
Fratini La Trattoria,"Hillcrest, Bukit Timah",Italian,4,Very Good
Boufe Boutique Cafe,"Kay Siang Road, Tanglin","Italian, French, Bakery, Cafe",3,Average
The Refinery Singapore,"Lavender, Kallang","American, Japanese, Singaporean",4,Average
Chye Seng Huat Hardware,"Lavender, Kallang",Cafe,3,Good
Makansutra Gluttons Bay,"Marina Centre, Downtown Core","Singaporean, Chinese, Seafood, Malay, Indian",3,Average
Colony,"Marina Centre, Downtown Core","Asian, Continental, Seafood",4,Good
Summer Pavilion,"Marina Centre, Downtown Core","Chinese, Seafood, Cantonese, Dim Sum",4,Good
The Lokal,"Neil Road, Outram","Singaporean, Australian, German",4,Average
I Am,"North Bridge Road, Rochor","Western, Fusion, Fast Food",4,Average
Super Loco,"Robertson Quay, Singapore River","American, Mexican",4,Average
Artistry,"Sungai Pinang, Rochor","American, Bakery, European, Burger, Fusion",3,Good
Bitters & Love,"Telok Ayer Street, Outram",Finger Food,3,Good
Artichoke Cafe,"Victoria, Rochor","Cafe, Spanish, Turkish, Greek",4,Average
Archie's Waeside,Le Mars,"Burger, Seafood, Steak",3,Good
Bob Roe's Pizza,Sioux City,"American, Pizza, Bar Food",1,Good
Da Kao Restaurant,Sioux City,"Asian, Vegetarian, Vietnamese",1,Good
Famous Dave's,Sioux City,BBQ,1,Good
Fuji Bay Japanese Restaurant,Sioux City,"Japanese, Sushi",3,Good
HuHot Mongolian Grill,Sioux City,"Asian, Chinese",2,Good
Hunan Palace,Sioux City,Chinese,2,Good
Jerry's Pizza,Sioux City,Pizza,2,Good
Jim's Burgers,Sioux City,Burger,1,Good
Johnnie Mars,Sioux City,"American, Desserts, Diner",1,Good
Miles Inn,Sioux City,American,1,Good
Milwaukee Wiener House,Sioux City,"American, Fast Food",1,Good
Minerva's Food & Cocktails,Sioux City,"American, Seafood, Steak",3,Good
Monterrey Mexican Restaurant,Sioux City,Mexican,1,Good
Rebos,Sioux City,"Caribbean, Mexican, Cajun",2,Good
Tokyo Japanese Steakhouse & Sushi Bar,Sioux City,"Japanese, Steak, Sushi",3,Good
Diamond Thai Cuisine,Sioux City,"Asian, Thai, Vegetarian",1,Very Good
El Fredo Pizza,Sioux City,Pizza,3,Very Good
Trattoria Fresco,Sioux City,Italian,2,Very Good
Kahill's Steak-Fish Chophouse,South Sioux City,"American, Seafood, Steak",4,Good
Rumba Island Bar & Grill,Clearwater,"BBQ, Caribbean, Seafood",2,Excellent
Red Mesa Cantina,Downtown St Petersburg,"Latin American, Mexican, Southwestern",2,Excellent
BellaBrava,Downtown St Petersburg,"American, Italian, Seafood",2,Very Good
Ceviche Tapas Bar & Restaurant,Downtown St Petersburg,"Spanish, Tapas",2,Very Good
The Moon Under Water,Downtown St Petersburg,"British, Bar Food, Sandwich",2,Very Good
Bern's Steak House,Hyde Park,"American, Desserts, Steak",4,Excellent
Boca Kitchen Bar Market,Hyde Park,Breakfast,3,Good
Edison: Food+Drink Lab,Hyde Park,International,4,Good
Ceviche Tapas Bar & Restaurant,Hyde Park,"Breakfast, Spanish, Tapas",2,Very Good
Daily Eats,Hyde Park,"American, Burger",2,Very Good
Salt Rock Grill,Indian Rocks/Indian Shores,"American, Seafood, Steak",3,Very Good
Mazzaro's Italian Market,Kenwood,"Italian, Deli",1,Excellent
Conch Republic Grill,Madeira Beach/Redington Beach,"Sandwich, Seafood, Steak",3,Excellent
Mr. Dunderbak's Biergarten and Marketplatz,New Tampa,"European, German",3,Excellent
Red Mesa Restaurant,Northeast St Petersburg,"Breakfast, Mexican",3,Excellent
Datz,Palma Ceia,"Desserts, Bar Food",3,Excellent
Ella's Americana Folk Art Cafe,Seminole Heights,"International, Italian, Southern",3,Excellent
Taco Bus,Seminole Heights,"Mexican, Vegetarian",1,Excellent
The Refinery,Seminole Heights,"Seafood, Steak",3,Very Good
Columbia Restaurant,Ybor City,"Cuban, Spanish",3,Very Good
1918 Bistro & Grill,Tanunda,"Modern Australian, Australian",3,Very Good
Pig and Whistle,Trentham East,Australian,2,Very Good
Buffalo Wild Wings,Valdosta,Bar Food,2,Average
El Toreo Mexican Restaurant,Valdosta,Mexican,2,Average
306 North Restaurant,Valdosta,"Seafood, Southern",3,Good
Austins Cattle Co,Valdosta,"Burger, Seafood, Steak",3,Good
Beijing Cafe,Valdosta,"Asian, Chinese, Thai",3,Good
Bleu Cafe,Valdosta,"Pizza, Sandwich",2,Good
Bleu Pub,Valdosta,"Burger, Bar Food, Vegetarian",1,Good
Bubba Jax Crab Shack,Valdosta,"Fast Food, Seafood",3,Good
Cheddar's Scratch Kitchen,Valdosta,American,2,Good
El Cazador,Valdosta,Mexican,1,Good
Friends Grille and Bar,Valdosta,"American, Southern",2,Good
Giulios Greek & Italian Restaurant,Valdosta,"Greek, Italian",3,Good
La Jalisco Supermercato,Valdosta,Mexican,1,Good
Masato Japanese,Valdosta,"Japanese, Sushi",2,Good
Mom & Dad's Italian Restaurant,Valdosta,Italian,2,Good
Mori's Japanese Steakhouse & Sushi Bar,Valdosta,"Japanese, Steak, Sushi",4,Good
Passage 2 India,Valdosta,"Indian, Middle Eastern",2,Good
Rodeo Mexican Restaurant,Valdosta,Mexican,2,Good
Steel Magnolias,Valdosta,Southern,3,Good
Smok'n Pig B-B-Q,Valdosta,BBQ,2,Very Good
Blue House Cafe,Vernonia,"Coffee and Tea, Mediterranean",1,Very Good
Anchorage Cafe Restaurant Wine Bar,Victor Harbor,"Coffee and Tea, Tapas, Australian",2,Good
Lake House Restaurant,Vineland Station,"Italian, Mediterranean, Pizza",4,Very Good
Masala Grill & Coffee House,Cedar Falls,"Indian, Middle Eastern",1,Average
Brown Bottle The Cedar Falls,Cedar Falls,"Italian, Pizza, Vegetarian",2,Good
Four Queens Dairy Cream,Cedar Falls,Desserts,1,Good
Hong Kong Chinese Restaurant,Cedar Falls,Chinese,1,Good
HuHot Mongolian Grill,Cedar Falls,"Asian, Chinese",2,Good
J's Homestyle Cooking,Cedar Falls,"American, Breakfast",1,Good
Montage,Cedar Falls,"American, Italian, Seafood",3,Good
Mulligan's Brick Oven Grill,Cedar Falls,"Burger, Pizza, Sandwich",2,Good
Sakura,Cedar Falls,"Japanese, Sushi",3,Good
Scratch,Cedar Falls,"Coffee and Tea, Desserts, Beverages",1,Good
SOHO Sushi Bar & Deli,Cedar Falls,"Sandwich, Sushi, Tapas",2,Good
Texas Roadhouse,Cedar Falls,"American, BBQ, Steak",2,Good
Tony's La Pizzeria,Cedar Falls,"Pizza, Sandwich",2,Good
Chapala,Waterloo,Mexican,2,Good
Galleria de Paco,Waterloo,American,3,Good
Golden China,Waterloo,Chinese,1,Good
Rudy's Tacos,Waterloo,Mexican,2,Good
The Screaming Eagle,Waterloo,"American, Bar Food",1,Good
The Thai Bowl,Waterloo,Thai,1,Good
Tokyo Japanese Steak House,Waterloo,"Japanese, Steak, Sushi",2,Good
Theo Yianni's Authentic Greek Restaurant,Weirton,"Burger, Greek, Sandwich",2,Good
Fishpatrick's Crabby Cafe,Winchester Bay,"Burger, Seafood, Steak",2,Average
Arigato Sushi,Yorkton,Asian,2,Average
Denny's,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",American,4,Excellent
Famous Dave's Barbecue,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",American,4,Excellent
Pizza Di Rocco,Al Dhafrah,"Italian, Pizza",3,Very Good
Sofra Istanbul,Al Dhafrah,"Turkish, Arabian, Middle Eastern",2,Very Good
Salt,Al Mushrif,"Fast Food, Burger",3,Very Good
Genghis Grill,"Al Wahda Mall, Al Wahda",Asian,4,Excellent
Olive Garden,"Al Wahda Mall, Al Wahda","Italian, Pizza",4,Very Good
Cho Gao - Crowne Plaza Abu Dhabi,"Crowne Plaza Abu Dhabi, Al Markaziya","Thai, Japanese, Chinese, Indonesian, Vietnamese",4,Very Good
Gazebo,"Dalma Mall, Mussafah Sanaiya","Indian, North Indian, Mughlai, Biryani",3,Very Good
Sangeetha Vegetarian Restaurant,Madinat Zayed,"Indian, South Indian",2,Good
Hot Palayok,"Madinat Zayed Shopping Centre, Madinat Zayed ","Filipino, Japanese, Asian",3,Excellent
Applebee's,"Mushrif Mall, Al Mushrif","American, Mexican, Seafood",4,Very Good
Tikka Tonight,Mussafah Sanaiya,"Pakistani, Afghani, Indian, Hyderabadi",2,Very Good
Bait El Khetyar,Najda,"Lebanese, Arabian, Middle Eastern",2,Very Good
Indian By Nature,Najda,Indian,3,Very Good
Via Delhi,Najda,"Indian, North Indian, Chinese",3,Very Good
Punjab Grill,"Venetian Village, Al Maqtaa","Indian, North Indian",4,Excellent
Tamba,"World Trade Center Mall, Al Markaziya",Indian,4,Excellent
P.F. Chang's,"World Trade Center Mall, Al Markaziya",Chinese,4,Very Good
The Cheesecake Factory,"Yas Mall, Yas Island","American, Desserts",4,Excellent
The Farm,Al Barari,"Mediterranean, Italian, Thai, European",3,Good
Maharaja Bhog,Al Karama,"Indian, Rajasthani",2,Very Good
Rasoi Ghar,Al Karama,Indian,2,Very Good
Barbeque Nation,Barsha 2,"Indian, North Indian",3,Excellent
Farzi Cafe,"CITY WALK, Al Safa","International, Indian",3,Excellent
AB's Absolute Barbecues,Deira City Centre Area,"Continental, Indian",3,Excellent
Carnival By Tresind,DIFC,Indian,4,Excellent
AB's Absolute Barbecues,Dubai Media City,"Indian, Continental",3,Excellent
Hard Rock Cafe,Festival City,"American, Burger",4,Excellent
The Coffee Club,Jumeirah 1,Cafe,3,Excellent
SALT,"Kite Beach, Umm Suqeim","Fast Food, Burger",3,Very Good
Din Tai Fung,"Mall of the Emirates, Barsha 1","Asian, Chinese",3,Very Good
SpiceKlub,Mankhool,"Indian, North Indian, Street Food",3,Very Good
Tresind - Nassima Royal Hotel,"Nassima Royal Hotel, Trade Centre Area",Indian,4,Excellent
Grand Barbeque Buffet Restaurant,Satwa,"Indian, Asian",3,Very Good
Red Lobster,"The Dubai Mall,Downtown Dubai","Seafood, American",3,Average
The Cheesecake Factory,"The Dubai Mall,Downtown Dubai","American, Desserts",3,Excellent
Parker's,"The Dubai Mall,Downtown Dubai","Cafe, Burger",3,Very Good
Applebee's,Trade Centre Area,"American, Mexican, Burger",3,Good
Grub Shack,Umm Hurair,"Goan, Chinese, Indian, North Indian",3,Very Good
Kamat,Abu Shagara,"Indian, North Indian, South Indian, Chinese",3,Good
Vadakkan Pepper,Abu Shagara,South Indian,3,Good
Gazebo,Abu Shagara,"Indian, Mughlai, South Indian, Biryani",4,Very Good
Katis Restaurant,Al Khan,"Indian, North Indian, Chinese",3,Very Good
Zaroob,Al Majaz,Lebanese,4,Good
Derby,Al Majaz,"Fast Food, American",2,Very Good
Nayaab Haandi,Al Majaz,"Pakistani, Indian",4,Very Good
Najmat Lahore Restaurant,Al Mareija,"Pakistani, Indian, Mughlai",3,Very Good
Saffron,Al Mareija,"Pakistani, Chinese, Indian, Afghani",3,Very Good
Pizza Hut,Al Nahda,"Fast Food, Pizza",3,Poor
Al Mukhtar Bakery,Al Nahda,"Bakery, Arabian, Middle Eastern",2,Very Good
Aroos Damascus,Al Nud,"Arabian, Middle Eastern",3,Very Good
Nando's,"Al Qasba, Al Khan","African, Portuguese",4,Very Good
Peking Chinese Restaurant,Halwan Suburb,"Chinese, Thai",4,Good
TGI Friday's,"Majaz Waterfront, Al Majaz 3","American, Mexican",4,Good
Rajasthan Al Malaki,Muwailih Commercial,"Indian, North Indian",3,Excellent
Applebee's,"Sahara Centre, Al Nahda","American, Mexican, Burger",4,Very Good
Paper Fig,University City,"Cafe, Bakery, Desserts",4,Excellent
Sis Burger,University City,"Fast Food, Burger",2,Good
Crafted Blends,University City,Cafe,4,Very Good
Jahanpanah,Agra Cantt,"North Indian, Mughlai",3,Good
Rangrezz Restaurant,Agra Cantt,"North Indian, Mughlai",2,Good
Time2Eat - Mama Chicken,Agra Cantt,North Indian,2,Good
Chokho Jeeman Marwari Jain Bhojanalya,Civil Lines,Rajasthani,2,Very Good
Pinch Of Spice,Civil Lines,"North Indian, Chinese, Mughlai",3,Very Good
MoMo Cafe,"Courtyard by Marriott Agra, Tajganj","North Indian, European",4,Very Good
Peshawri - ITC Mughal,"ITC Mughal, Tajganj","North Indian, Mughlai",4,Very Good
Taj Bano - ITC Mughal,"ITC Mughal, Tajganj",Mughlai,4,Very Good
G Thal,Khandari,"Rajasthani, Gujarati, Mughlai",3,Good
Dawat-e-Nawab - Radisson Blu,"Radisson Blu, Tajganj","North Indian, Mughlai",4,Good
The Latitude - Radisson Blu,"Radisson Blu, Tajganj","North Indian, Chinese, Continental",1,Good
Dasaprakash Restaurant,Rakabganj,"South Indian, Desserts",2,Very Good
The Charcoal Chimney,Tajganj,"North Indian, Chinese, Continental, Mughlai",3,Average
Sheroes Hangout,Tajganj,"Cafe, North Indian, Chinese",1,Excellent
Bon Barbecue,Tajganj,"North Indian, Chinese, Continental",4,Good
Chapter 1 Cafe,Tajganj,"Cafe, Italian, Mexican, North Indian, Continental",1,Good
Pind Balluchi,Tajganj,"North Indian, Mughlai",3,Good
Pizza Hut,Tajganj,"Italian, Pizza",2,Very Good
Tea'se Me - Rooftop Tea Boutique,Tajganj,"Chinese, Italian, Continental, North Indian",3,Very Good
Thaaliwala,Tajganj,"North Indian, Fast Food",2,Very Good
650 - The Global Kitchen,Ambavadi,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",3,Very Good
Patang - The Revolving Restaurant,Ashram Road,"Continental, Chinese, North Indian",4,Good
Huber & Holly,Bodakdev,"Ice Cream, Desserts, Continental",1,Excellent
@Mango,Bodakdev,"North Indian, Continental, Mexican, Italian",3,Very Good
Fozzie's Pizzaiolo,Bodakdev,"Pizza, Italian, Beverages, Desserts",3,Very Good
La Pino'z Pizza,Bodakdev,"Pizza, Italian",2,Very Good
Mocha,Bodakdev,"Cafe, Continental, Desserts",3,Very Good
Blue -  Rooftop Cafe Restaurant Bistro,C G Road,"North Indian, Cafe, Italian, Mexican, Continental",3,Good
MoMo CafÌ© - Courtyard By Marriott,"Courtyard By Marriott, Satellite","North Indian, South Indian, Asian, Continental",3,Good
Cryo Lab,Ellis Bridge,"Desserts, Ice Cream",2,Excellent
Swati Snacks,Ellis Bridge,"Fast Food, Street Food, South Indian",2,Very Good
Brick Kitchen,Ghatlodia,"North Indian, Chinese, Continental",3,Very Good
Kabir Restaurant,Gurukul,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",2,Good
Puffizza,Gurukul,"Italian, Fast Food",2,Very Good
Cafe Alfresco,Navrangpura,"Cafe, Beverages, Desserts, Pizza",2,Very Good
The Cafe Baraco,Navrangpura,"Cafe, Italian",2,Very Good
Nini's Kitchen,Prahlad Nagar,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",3,Excellent
Yanki Sizzlers,Thaltej,"Continental, Italian, Chinese",3,Very Good
The Garden Cafe - The Fern,"The Fern, Sola","North Indian, Italian, Asian, South Indian",3,Very Good
Mazzo,Vastrapur,"Cafe, American, Continental, Armenian, Fast Food",2,Good
Turquoise Villa,Vastrapur,Continental,3,Very Good
Aryan Family's Delight,Civil Lines,"North Indian, South Indian, Fast Food",3,Average
Bean Here,Civil Lines,"Cafe, Fast Food",2,Average
Bikanerwala,Civil Lines,"North Indian, Street Food, Fast Food",3,Average
Dewsis,Civil Lines,"North Indian, Chinese",3,Average
Friends Forever,Civil Lines,"North Indian, Chinese",3,Average
Hotel Ravisha Continental,Civil Lines,"North Indian, South Indian, Chinese",3,Average
KFC,Civil Lines,"American, Fast Food",3,Average
McDonald's,Civil Lines,Fast Food,2,Average
Pind Balluchi,Civil Lines,"North Indian, Mughlai",3,Average
Pizza Hut,Civil Lines,"Italian, Pizza",3,Average
Subway,Civil Lines,"Fast Food, American, Salad, Healthy Food",2,Average
Tandoor Restaurant,Civil Lines,"North Indian, Chinese",3,Average
The BrewMaster,Civil Lines,"North Indian, Chinese, Italian",1,Average
The Tamarind Tree,Civil Lines,"South Indian, Chinese",3,Average
Cafe El Chico,Civil Lines,"Continental, Italian",4,Good
Eat On,Civil Lines,North Indian,1,Good
Hot Stuff,Civil Lines,"North Indian, Fast Food",3,Good
Paradise,Civil Lines,"Desserts, Fast Food",3,Good
Sagar Ratna,Tagore Town,"South Indian, North Indian, Chinese, Continental",2,Good
Moti Mahal Delux,"Vinayak City Centre Mall, Civil Lines","Mughlai, North Indian, Chinese",3,Average
Makhan Fish and Chicken Corner,Basant Nagar,"North Indian, Chinese",2,Average
Charming Chicken,Basant Nagar,North Indian,1,Good
Ahuja Milk Bhandar,Hathi Gate,Beverages,1,Very Good
Crystal Restaurant,INA Colony,"North Indian, Mughlai",3,Average
Brijwasi Chat Bhandar,INA Colony,Street Food,1,Good
Bubby Fish & Chicken Corner,INA Colony,North Indian,1,Good
Bon Gateau,Ranjit Avenue,"Cafe, Bakery, Fast Food",2,Average
The Yellow Chilli,Ranjit Avenue,"North Indian, Mughlai, Chinese",3,Average
La Roma Pizzeria,Ranjit Avenue,"Fast Food, Italian",2,Good
Sakhis Watz Kukin,Ranjit Avenue,"North Indian, Chinese",2,Good
The Kulcha Land,Ranjit Avenue,"North Indian, Street Food",1,Good
Shudh Restaurant,Town Hall,"North Indian, South Indian, Chinese, Fast Food",2,Average
Bade Bhai Ka Brothers' Dhaba,Town Hall,"North Indian, Fast Food",2,Good
Bharawan Da Dhaba,Town Hall,"North Indian, Fast Food",2,Good
Brothers Dhaba,Town Hall,North Indian,2,Good
Brothers' Amritsari Dhaba,Town Hall,North Indian,2,Good
Gurdas Ram Jalebi Wala,Town Hall,Mithai,1,Very Good
Kesar Da Dhabha,Town Hall,North Indian,2,Very Good
Beera Chicken Corner,White Avenue,North Indian,2,Good
Surjit Food Plaza,White Avenue,North Indian,3,Good
Kanha Sweets,White Avenue,Fast Food,1,Very Good
Kream N Krunch,Akashwani,"North Indian, Chinese, Continental, Italian",3,Good
Balbeer's Kitchen & Bar,Chicalthana,"Italian, Continental, Chinese, North Indian",3,Average
Angeethi Restaurant,CIDCO,"North Indian, Chinese",2,Average
Domino's Pizza,CIDCO,Pizza,2,Average
Hotel Laadli,CIDCO,"North Indian, South Indian",2,Average
Indiana Veg Restaurant,CIDCO,"South Indian, North Indian, Chinese, Fast Food",2,Average
Madhuban Restaurant - Welcome Hotel Rama International,CIDCO,"North Indian, Chinese, Continental, Italian, Mexican",4,Average
Mauj Restaurant,CIDCO,"Italian, Fast Food, North Indian, Chinese",2,Average
Naivedya,CIDCO,North Indian,2,Average
